OK,Court ID,Court Name,Fixed Court Name,Court Name Abbreviation,Fixed Court Name Abbreviation,Count,Jurisdiction,Fixed Jurisdiction,First Date,Last Date,Example Case ID,Example Case
,21683,United States District Court for the District of North Dakota,,D.S.D.,,2,U.S.,,1965-08-10,1965-10-26,399375,View example
,21614,United States District Court for the District of North Dakota,,N.D.N.,,2,U.S.,,1963-10-25,1963-11-26,59326,View example
,13390,United States District Court for the District of Ohio,,D. Ohio,,26,U.S.,,1839-07,1984-12-26,1572755,View example
,9622,United States District Court for the District of Oklahoma,,D. Okla.,,5,U.S.,,1908-07,1981-11-20,29138,View example
,21711,United States District Court for the District of Orego,,D. Or.,,1,U.S.,,1960-01-15,1960-01-15,1454958,View example
,9056,United States District Court for the District of Oregon,,D. Or.,,3958,U.S.,,1860-07-12,2017-09-11,1098,View example
,9436,United States District Court for the District of Pennsylvania,,D. Pa.,,142,U.S.,,1785-08,1998-12-28,52193,View example
,20179,United States District Court for the District of Pennsylvania,,D. Pa,,5,U.S.,,1795,1874-07-11,6588452,View example
,9030,United States District Court for the District of Puerto Rico,,D.P.R.,,7901,U.S.,,1900-09-20,2018-01-30,1242,View example
,20924,United States District Court for the District of Puerto Rico,,D.P.R,,2,U.S.,,1976-10-29,1977-12-06,5735234,View example
,21387,United States District Court for the District of Puerto Rico,,D. Mass.,,1,U.S.,,1995-06-06,1995-06-06,7849015,View example
,9174,United States District Court for the District of Rhode Island,,D.R.I.,,2504,U.S.,,1813-02-04,2017-09-18,1103,View example
,12019,United States District Court for the District of Rhode Island,,E.D.S.C.,,1,U.S.,,1960-05-18,1960-05-18,1445888,View example
,9266,United States District Court for the District of South Carolina,,D.S.C.,,2638,U.S.,,1792,2017-10-04,9272,View example
,21724,United States District Court for the District of South Carolina,,E.D.S.C.,,1,U.S.,,1948-12-10,1948-12-10,666506,View example
,9151,United States District Court for the District of South Dakota,,D.S.D.,,1357,U.S.,,1802-03-23,2017-09-15,4403,View example
,11882,United States District Court for the District of Tennessee,,D. Tenn.,,30,U.S.,,1842,1984-07-19,332263,View example
,12989,United States District Court for the District of Texas,,D. Tex.,,9,U.S.,,1849,2009-05-19,1569201,View example
,9507,United States District Court for the District of the Canal Zone,,D.C.Z.,,104,U.S.,,1940-10-17,1981-10-01,43272,View example
,15344,United States District Court for the District of the Northern Mariana Islands,,D. N. Mar. I.,,170,U.S.,,1979-02-12,2017-03-13,3962490,View example
,19613,United States District Court for the District of the Northern Mariana Islands,,D.N. Mar. Is.,,2,U.S.,,1981-11-04,2010-04-30,4270289,View example
,22287,"United States District Court for the District of the Northern Mariana Islands, Trial and Appellate Division",,D. N. Mar. I. App. Div.,,33,N. Mar. I.,,1987-06-15,1989-06-06,7340332,View example
,9153,United States District Court for the District of the Virgin Islands,,D.V.I.,,994,U.S.,,1946-04-08,2016-03-31,9308,View example
,19652,United States District Court for the District of the Virgin Islands,,D.V.I,,4,U.S.,,1996-04-02,1996-04-18,7777127,View example
,8977,United States District Court for the District of Utah,,D. Utah,,1795,U.S.,,1899-11-13,2017-12-04,1233,View example
,9122,United States District Court for the District of Vermont,,D. Vt.,,1144,U.S.,,1812-07-25,2017-08-28,1157,View example
,9773,United States District Court for the District of Virgin Islands,,D.V.I.,,2,U.S.,,1986-08-07,1986-08-21,106752,View example
,10050,United States District Court for the District of Virginia,,D. Va.,,20,U.S.,,1808-12,1988-01-04,610950,View example
,11741,United States District Court for the District of Washington,,D. Wash.,,171,U.S.,,1871-09,2015-02-18,67658,View example
,9268,United States District Court for the District of West Virginia,,D.W. Va.,,29,U.S.,,1867-08,2013-02-13,43288,View example
,16032,United States District Court for the District of Wisconsin,,D. Wis.,,67,U.S.,,1824,2009-02-20,3882487,View example
,9219,United States District Court for the District of Wyoming,,D. Wyo.,,625,U.S.,,1907-07-19,2017-09-21,9416,View example
,9420,United States District Court for the District of Wyoming,,D. Wyo,,147,U.S.,,1922-10-28,2011-01-13,27981,View example
,17325,United States District Court for the District of Wyomingq,,D. Wyo.,,1,U.S.,,2008-08-12,2008-08-12,3748966,View example
,18767,United States District Court for the Eastern District of Alabama,,E.D. Ala.,,1,U.S.,,1877-06-07,1877-06-07,6134173,View example
,9232,United States District Court for the Eastern District of Arkansas,,E.D. Ark.,,1948,U.S.,,1868,2017-08-28,1247,View example
,20977,United States District Court for the Eastern District of Arkansas,,D. Alaska,,1,U.S.,,1979-11-01,1979-11-01,4118749,View example
,9106,United States District Court for the Eastern District of California,,E.D. Cal.,,1990,U.S.,,1916-01-01,2018-01-02,1197,View example
,18806,United States District Court for the Eastern District of Georgia,,E.D. Ga.,,6,U.S.,,1901-11-22,1913-04-22,3699134,View example
,9110,United States District Court for the Eastern District of Illinois,,E.D. Ill.,,547,U.S.,,1881,2010-06-09,17468,View example
,10078,United States District Court for the Eastern District of Illinois,,N.D. Ill.,,2,U.S.,,1946-05-24,1946-07-09,622678,View example
,9582,United States District Court for the Eastern District of Illinois,,E.D.Ill.,,1,U.S.,,1965-05-20,1965-05-20,385366,View example
,21037,United States District Court for the Eastern District of Kansas,,E.D. Kan.,,1,U.S.,,1941-08-05,1941-08-05,4213176,View example
,9178,United States District Court for the Eastern District of Kentucky,,E.D. Ky.,,1792,U.S.,,1901,2017-09-29,4213,View example
,9158,United States District Court for the Eastern District of Louisiana,,E.D. La.,,5139,U.S.,,1820-02-20,2017-12-13,1124,View example
,11974,United States District Court for the Eastern District of Louisiana,,E.D. La,,2,U.S.,,1951-02-16,1991-07-16,1412562,View example
,9049,United States District Court for the Eastern District of Michigan,,E.D. Mich.,,8509,U.S.,,1802,2017-12-13,1121,View example
,13348,United States District Court for the Eastern District of Mississippi,,E.D. Miss.,,3,U.S.,,1924-10-13,1942-07-31,1694555,View example
,8779,United States District Court for the Eastern District of Missouri,,E.D. Mo.,,5024,U.S.,,1803,2017-12-29,1217,View example
,17176,United States District Court for the Eastern District of Missouri,,W.D. Mo.,,2,U.S.,,2009-01-22,2009-03-03,3386621,View example
,9066,United States District Court for the Eastern District of New York,,E.D.N.Y.,,17170,U.S.,,1850-12-20,2018-03-22,1109,View example
,13491,United States District Court for the Eastern District of New York,,E.D.N.Y,,29,U.S.,,1929-01-05,1930-08-20,1786375,View example
,9827,United States District Court for the Eastern District of New York,,E.D. Mich.,,1,U.S.,,1999-10-22,1999-10-22,164925,View example
,18849,United States District Court for the Eastern District of New York,,S.D.N.Y.,,1,U.S.,,1980-11-13,1980-11-13,6102659,View example
,9141,United States District Court for the Eastern District of North Carolina,,E.D.N.C.,,2177,U.S.,,1801,2017-09-26,1135,View example
,20708,United States District Court for the Eastern District of North Carolina,,E.D.E.C.,,2,U.S.,,1902-12-13,1903-01-08,3695743,View example
,21388,United States District Court for the Eastern District of Ohio,,E.D. Ohio,,2,U.S.,,1991-05-29,1991-08-19,7850155,View example
,9163,United States District Court for the Eastern District of Oklahoma,,E.D. Okla.,,469,U.S.,,1908-11,2016-09-28,4426,View example
,8991,United States District Court for the Eastern District of Pennsylvania,,E.D. Pa.,,20249,U.S.,,1813-01-10,2018-01-22,1100,View example
,19649,United States District Court for the Eastern District of Pennsylvania,,E.D.N.Y.,,8,U.S.,,1995-11-03,1996-04-25,7775594,View example
,20759,United States District Court for the Eastern District of Pennsylvania,,D. Neb.,,2,U.S.,,1949-03-08,1949-06-20,3758849,View example
,12178,United States District Court for the Eastern District of Pennsylvania,,E. D. Pa.,,1,Pa.,,1934-09-19,1934-09-19,1513384,View example
,9199,United States District Court for the Eastern District of South Carolina,,E.D.S.C.,,692,U.S.,,1843-06-24,1983-08-30,4143,View example
,10149,United States District Court for the Eastern District of South Carolina,,D.S.C.,,5,U.S.,,1949-04-22,1960-05-13,695623,View example
,9138,United States District Court for the Eastern District of Tennessee,,E.D. Tenn.,,2832,U.S.,,1865,2017-10-06,4207,View example
,9136,United States District Court for the Eastern District of Texas,,E.D. Tex.,,2330,U.S.,,1859,2017-12-08,9262,View example
,21304,United States District Court for the Eastern District of Texas,,E.D. Tex,,2,U.S.,,1963-07-26,1963-07-31,68159,View example
,9111,United States District Court for the Eastern District of Virginia,,E.D. Va.,,7147,U.S.,,1802,2018-02-22,1115,View example
,19739,United States District Court for the Eastern District of Virginia,,Bankr. E.D. Va.,,1,U.S.,,1993-03-23,1993-03-23,6509191,View example
,9074,United States District Court for the Eastern District of Washington,,E.D. Wash.,,820,U.S.,,1905-08-24,2017-11-21,18444,View example
,9532,United States District Court for the Eastern District of Washington,,C.D. Cal.,,1,U.S.,,2004-11-19,2004-11-19,410162,View example
,9387,United States District Court for the Eastern District of West Virginia,,N.D.E. Va.,,1,U.S.,,1910-06-17,1910-06-17,18745,View example
,9052,United States District Court for the Eastern District of Wisconsin,,E.D. Wis.,,5023,U.S.,,1867-10,2017-09-25,1166,View example
,21148,United States District Court for the Eastern District of Wisconsin,,E.D. Wis,,3,U.S.,,1901-03-29,2015-03-05,4336306,View example
,20531,United States District Court for the Middle District of,,M.D. Ala.,,1,U.S.,,1973-12-19,1973-12-19,5637211,View example
,8849,United States District Court for the Middle District of Alabama,,M.D. Ala.,,3069,U.S.,,1882-05,2017-12-11,1144,View example
,9071,United States District Court for the Middle District of Florida,,M.D. Fla.,,4520,U.S.,,1942-07-06,2017-12-20,1161,View example
,9098,United States District Court for the Middle District of Georgia,,M.D. Ga.,,1354,U.S.,,1928-07-31,2017-09-15,9258,View example
,9035,United States District Court for the Middle District of Louisiana,,M.D. La.,,1132,U.S.,,1959-02-03,2017-12-22,10916,View example
,9135,United States District Court for the Middle District of North Carolina,,M.D.N.C.,,1785,U.S.,,1927-06-07,2018-01-09,17150,View example
,20757,United States District Court for the Middle District of Ohio,,M.D. Ohio,,1,U.S.,,1949-08-03,1949-08-03,3759952,View example
,9039,United States District Court for the Middle District of Pennsylvania,,M.D. Pa.,,4599,U.S.,,1902-01-03,2017-09-28,1129,View example
,15361,United States District Court for the Middle District of Pennsylvania,,M.D.P.a.,,1,U.S.,,2009-04-22,2009-04-22,4246106,View example
,9062,United States District Court for the Middle District of Tennessee,,M.D. Tenn.,,1833,U.S.,,1874,2017-12-18,1111,View example
,9092,United States District Court for the Northern District of Alabama,,N.D. Ala.,,2187,U.S.,,1846-11,2018-01-08,1170,View example
,15243,United States District Court for the Northern District of Alabama,,M.D. Ala.,,1,U.S.,,1997-12-17,1997-12-17,1286394,View example
,9022,United States District Court for the Northern District of California,,N.D. Cal.,,8928,U.S.,,1851-07-09,2018-01-09,1142,View example
,9374,United States District Court for the Northern District of Florida,,N.D. Fla.,,994,U.S.,,1868-04-14,2017-11-15,4414,View example
,9091,United States District Court for the Northern District of Georgia,,N.D. Ga.,,4983,U.S.,,1830-05,2017-11-20,1122,View example
,15479,United States District Court for the Northern District of Idaho,,N.D. Idaho,,1,U.S.,,1938-04-02,1938-04-02,4168161,View example
,9016,United States District Court for the Northern District of Illinois,,N.D. Ill.,,19300,U.S.,,1808,2017-12-20,1097,View example
,20831,United States District Court for the Northern District of Illinois,,C.C.N.D. Ill.,,1,U.S.,,1905-05-15,1905-05-15,3864738,View example
,22575,United States District Court for the Northern District of Illinois,,S.D.N.Y.,,1,U.S.,,2005-01-10,2005-01-10,8920635,View example
,9069,United States District Court for the Northern District of Indiana,,N.D. Ind.,,2804,U.S.,,1928-08-29,2017-11-15,1125,View example
,9018,United States District Court for the Northern District of Iowa,,N.D. Iowa,,1984,U.S.,,1883-01,2017-09-22,4319,View example
,9830,United States District Court for the Northern District of Iowa,,N.D. Ia.,,1,U.S.,,2000-05-25,2000-05-25,164924,View example
,20910,United States District Court for the Northern District of Iowa,,N.D. Iowa.,,1,U.S.,,1920-02-24,1920-02-24,3941656,View example
,13884,United States District Court for the Northern District of Minnesota,,N.D. Minn.,,1,U.S.,,1904-06-17,1904-06-17,1895507,View example
,9131,United States District Court for the Northern District of Mississippi,,N.D. Miss.,,1582,U.S.,,1868,2017-11-21,1139,View example
,20181,United States District Court for the Northern District of Missouri,,N.D. Mo.,,2,U.S.,,1874-07,1945-04-27,638877,View example
,8848,United States District Court for the Northern District of New York,,N.D.N.Y.,,4736,U.S.,,1814-05,2017-11-15,1116,View example
,21397,United States District Court for the Northern District of New York,,D. Mass.,,1,U.S.,,1995-06-23,1995-06-23,7849021,View example
,15337,United States District Court for the Northern District of New York,,E.D.N.Y.,,1,U.S.,,2014-01-06,2014-01-06,4324792,View example
,9148,United States District Court for the Northern District of Ohio,,N.D. Ohio,,5916,U.S.,,1828,2017-09-28,1155,View example
,9764,United States District Court for the Northern District of Ohio,,Bankr. N.D. Ohio,,6,U.S.,,2005-09-23,2006-02-15,90462,View example
,20955,United States District Court for the Northern District of Ohio,,E.D. Mich.,,1,U.S.,,1978-03-01,1978-03-01,4006162,View example
,13602,United States District Court for the Northern District of Ohio,,N.D.Ohio,,1,U.S.,,1962-10-26,1962-10-26,1812498,View example
,9202,United States District Court for the Northern District of Oklahoma,,N.D. Okla.,,959,U.S.,,1925-05-18,2017-09-14,11026,View example
,20871,United States District Court for the Northern District of Oklahoma,,N.D. Okla,,1,U.S.,,1986-07-14,1986-07-14,3892390,View example
,21418,United States District Court for the Northern District of Tennessee,,N.D. Tenn.,,1,U.S.,,1991-07-08,1991-07-08,7850158,View example
,9170,United States District Court for the Northern District of Texas,,N.D. Tex.,,3960,U.S.,,1882-12,2017-09-29,4166,View example
,21679,United States District Court for the Northern District of Virginia,,N.D. Va.,,1,U.S.,,1951-05-25,1951-05-25,1405832,View example
,13188,United States District Court for the Northern District of Washington,,N.D. Wash.,,6,U.S.,,1890-07,1938-05-23,1630160,View example
,9175,United States District Court for the Northern District of West Virginia,,N.D.W. Va.,,1051,U.S.,,1905-01-11,2017-12-19,10891,View example
,9684,United States District Court for the South District of North Carolina,,S.D.N.C.,,1,U.S.,,1973-03-16,1973-03-16,356833,View example
,9252,United States District Court for the Southern District of Alabama,,S.D. Ala.,,1453,Ala.,,1840,2017-09-26,4154,View example
,9089,United States District Court for the Southern District of California,,S.D. Cal.,,3654,U.S.,,1808-01-11,2017-11-29,4234,View example
,15434,United States District Court for the Southern District of California,,S.D. Cal,,1,U.S.,,1956-02-07,1956-02-07,4270690,View example
,9083,United States District Court for the Southern District of Florida,,S.D. Fla.,,7197,U.S.,,1805-12-18,2017-12-18,1108,View example
,21707,United States District Court for the Southern District of Florida,,S.D. Fla,,1,U.S.,,1978-08-03,1978-08-03,7857576,View example
,9127,United States District Court for the Southern District of Georgia,,S.D. Ga.,,1514,U.S.,,1866-05-31,2017-07-31,4196,View example
,15420,United States District Court for the Southern District of Idaho,,S.D. Idaho,,1,U.S.,,1954-12-08,1954-12-08,4254197,View example
,8983,United States District Court for the Southern District of Illinois,,S.D. Ill.,,955,U.S.,,1874-07,2017-11-16,1160,View example
,16092,United States District Court for the Southern District of Illinois,,S.D.N.Y.,,6,U.S.,,1891-01,1985-02-01,3731310,View example
,9042,United States District Court for the Southern District of Indiana,,S.D. Ind.,,2129,U.S.,,1929-01-25,2017-09-22,9270,View example
,19153,United States District Court for the Southern District of Indiana,,Bankr. S.D. Ind.,,2,U.S.,,1993-01-08,1993-01-22,6513954,View example
,12275,"United States District Court for the Southern District of Indiana, Indianapolis Division",,S.D. Ind.,,1,U.S.,,1966-02-17,1966-02-17,1546181,View example
,9034,United States District Court for the Southern District of Iowa,,S.D. Iowa,,1910,U.S.,,1883,2017-09-28,4415,View example
,13512,United States District Court for the Southern District of Kansas,,S.D. Kan.,,1,U.S.,,1930-02-05,1930-02-05,1773516,View example
,20676,United States District Court for the Southern District of Maine,,S.D. Me.,,1,U.S.,,1923-07-29,1923-07-29,3624097,View example
,21565,United States District Court for the Southern District of Michigan,,S.D. Mich.,,2,U.S.,,1880-04-08,1880-04-08,1643859,View example
,8785,United States District Court for the Southern District of Mississippi,,S.D. Miss.,,2538,U.S.,,1801,2017-09-19,1092,View example
,15463,United States District Court for the Southern District of Missouri,,S.D. Mo.,,9,U.S.,,1924-05-28,1974-01-28,294279,View example
,9027,United States District Court for the Southern District of New York,,S.D.N.Y.,,49433,U.S.,,1801,2018-03-28,1131,View example
,17320,United States District Court for the Southern District of New York,,S.D. N.Y.,,2,U.S.,,1952-03-13,1952-04-15,1768275,View example
,18465,United States District Court for the Southern District of New York,,C.C.S.D. Ohio,,1,U.S.,,1872,1872,6129113,View example
